FilmName,enFID,BoxOffice
健忘村,643232,1605
豆福传,639117,1593
我的爸爸是国王,662472,1571
神秘家族,631024,1546
提着心吊着胆,631232,1369
上海王,640807,1365
情遇曼哈顿,656012,1348
极致追击,661854,1754
缉枪,640499,1645
抢红,641280,1625
健忘村,643232,1605
豆福传,639117,1593
我的爸爸是国王,662472,1571
神秘家族,631024,1546
提着心吊着胆,631232,1369
上海王,640807,1365
情遇曼哈顿,656012,1348
捍卫者,666713,1032
推理笔记,659563,1022
异兽来袭,617233,1011
美容针,642158,1006
仙球大战,658903,982
夏天19岁的肖像,640099,937
我是马布里,627917,890
那一场呼啸而过的青春,662620,877
以爱为名,628794,872
时间去哪儿了,666112,854
我是医生,662297,811
萤火奇兵,643910,799
秘果,640770,796
不成问题的问题,640829,777
会痛的十七岁,644330,765
玛格丽特的春天,660329,714
不期而遇,627813,714
一路绽放,662824,680
惊魂绣花鞋,641576,594
笔仙咒怨,667708,581
和田玉传奇,642970,560
假如王子睡着了,657478,546
恐怖理发店,640184,503
20:16,641028,491
借眼,643752,473
通灵姐妹,643220,471
胡杨的夏天,662547,467
S的秘密,663032,458
指甲刀人魔,660460,450
窦娥奇冤,655935,447
八月,655812,437
垫底联盟,643330,430
嘻哈英熊,657331,381
夜色撩人,639864,377
诡域新娘,668603,376
青春逗,665678,370
深宫怨灵,642169,370
大象林旺之一炮成名,642572,336
蝴蝶公墓,595181,334
爱的帕斯卡,628716,329
皮绳上的魂,626769,329
一路逆风,658667,328
碟仙前传,641042,315
少年巴比伦,628242,314
碟仙之毕业照,644946,309
超能龙骑侠,644849,308
花腰恋歌,631481,306
七月半3：灵触第七感,666742,292
小情书,659616,291
真假森林王,669274,279
怨灵宿舍之白纸女生,643219,268
辛巴达与美人鱼公主,655171,267
恐怖电影院2,641056,265
恐怖毕业照2,657670,244
撞邪31号,666110,236
午夜惊魂路,657278,233
你在哪,641093,231
六人晚餐,637835,228
因为爱情,617533,225
乡关何处,626980,222
心惊胆战,637780,215
夜半凶铃,661444,214
天梯：蔡国强的艺术,660969,210
老兽,668715,208
冒牌监护人之寻宝闹翻天,669267,200
金珠玛米,618897,193
冯梦龙传奇,657277,191
摇摇晃晃的人间,663149,185
女人永远是对的,654393,184
坑爹游戏,617381,179
诡异酒楼,654416,166
画室惊魂,668604,155
诡眼,613149,153
血伞凶灵,639072,149
功夫小兔侠,588398,147
内心引力,646977,142
领袖1935,652766,132
我是谁的宝贝,641838,130
怨灵宿舍之人偶老师,654821,121
一路向爱,641665,104
诡井,643288,104
咖啡风暴,661435,101
你往哪里跑,641518,100
谁是球王,638804,99
北平以北,670418,95
惊门,627011,92
谜域之噬魂岭,627791,91
云上石头城,668703,91
光影之战,669076,88
惊魂七夜,653840,85
炸裂青春,670319,84
斗魂之熊孩子,653937,83
党员登记表,631724,80
胖女不愁嫁,619626,78
为爱担当,656486,72
惊悚小说,629079,60
蛋计划,640207,59
夜闯寡妇村,638918,58
蜜月计划,643839,56
南哥,669591,56
逆生,662832,55
绝技情缘之艺魂,618513,54
梦幻佳期,628224,50
艺术也疯狂,643216,50
我只认识你,662790,50
识色，幸也,640399,49
青海湖畔,616875,49
穆桂英挂帅,638322,48
我心雀跃,646988,48
让爱活下去,666443,46
麦豆的夏天,640991,46
灿烂这一刻,630975,44
娘子军传奇,666418,44
大脚印,608214,43
钟馗传奇之岁寒三友,627356,42
老师也疯狂,627974,39
逗逗迪迪之美梦年年,642722,38
纹身师,653839,38
童话先生,640080,37
来自月亮的我,652371,36
情比山高,627843,35
北纬二十八度,660980,34
放学后,652534,34
猪太狼的夏天,638839,33
大魔法师孟兜兜,638734,31
旋风女队,662721,31
神农溪之恋漂洋过海来爱你,638332,30
悔恨,662542,30
十七岁的雨季,642583,28
小阴谋大爱情,638219,26
旗袍先生,652691,25
海鹰战警,573861,24
热血时代,640450,23
战刀屠狼,666429,22
六月与弓箭,658262,22
请勿靠近,669521,21
红军小学,630395,20
宝贝特攻,654522,19
荒野加油站,640148,19
疯狂的豆子,662298,18
片甲不留,659673,18
大秦直道,670318,17
咸鱼传奇,658306,17
侗族大歌,589967,17
赵氏孤儿（戏曲）,663676,17
疯狂旅程,654126,16
爱情邮局,652507,16
遗忘空间,656463,15
大熊猫传奇,626996,14
我们的青春不怕疼,654433,14
红线2017,654600,14
伊犁河谷,611197,14
了不起的小家伙们,638966,13
一树一树紫花开,652639,13
逃离现场,666721,13
再见时光,638213,13
宝贝，再爱我一次,659493,13
十三根金条,594153,13
有家,657274,13
走出尘埃,646953,13
失恋399年,653955,12
原罪的羔羊,653895,12
魔都爱之十二星座,611421,12
真爱禁区,661400,12
赶牲灵,638317,12
蜜橘又红了,587966,12
玩命大师,640815,12
母亲的肖像,659384,12
神灵寨,659503,11
谢瑶环,659390,11
玩命试爱,630991,11
恋恋有声,643036,11
北纬30度之爱,641760,11
浪漫搭档,658909,11
海角有个五店市,637623,10
星期8,659643,10
双手洪拳,639075,10
大爱无言,594643,10
宽恕,666396,10
黑白照相馆,643063,10
谜证,652372,9
初恋时光,596383,9
顺德人家之合家欢,630984,9
石榴花开,663122,9
鸡飞狗跳,661404,8
奋斗,668989,8
迷情N小时,643027,8
滚出来，凶手,661121,7
我的青春你来过,661395,7
魔力果乐岛之拯救行动,669410,7
北极星,654200,7
牧野传奇,666404,7
墨玉太极,655894,6
谁知道,657720,6
小茜当家,656474,6
爱情对赌,655950,6
唤爱,641939,6
三缺一,630024,6
租婚男女,642664,6
缺失的爱,657718,6
爱情开始的地方之遇见,653588,5
山无棱 天地合,666409,5
杜丽娘,661439,5
我的老兵爷爷,668827,5
诗魂风流,639901,5
茶盗,652602,4
逆路,639776,4
商界,594207,4
凤凰街风雨,629518,4
我的青春永不逝,641909,4
隐隐惊马槽,640013,4
远亲,659611,4
阿婆的槟榔,638913,3
颠覆,642237,3
情探（越剧）,668676,3
浪花岛之恋,626330,3
欧爸的情人,656492,3
二宝闯江湖,661050,3
帅位,637635,3
红剪花,654415,3
丫丫的夏,639412,3
八万里,617558,2
爱廉说,663433,2
紫薇飘香,654547,2
乔乔的魔法,640948,2
水晶争夺战,668713,2
这一刻，我要世界看见,669276,2
草原英雄小姐妹,594465,2
镜头前的女人,654119,2
苏州少年横漂记,662591,2
咱们分手吧,629438,2
阿文的承诺,642999,1
不败雄心,661445,1
七天,630749,1
爱爱囧事2,660994,1
黄粱一梦,653113,1
花鼓情,629596,1
哈啰义乌,593088,1
镇巴女子,654063,1
桃花梦,619413,1
李司法的冬暖夏凉,668702,1
海阔天空,641824,1
小满的故事之青涩年华,643058,1
一家两口,652580,
无法触及,665975,
水神娃,611560,
村长相声哥,618422,
渊子崖保卫战,653828,
刺客2,655803,
我的舞林江湖,628189,
故乡面·参花情,662355,
生死无门,662285,
槐秋,662757,
情迷意大利,654273,
猫先生与猪小姐,660461,
想得美,662028,
暗藏杀机,661195,
