FilmName,enFID,BoxOffice
画个圈圈之摩天轮,698563,4
老七,668568,4
禁锢之地,682457,4
灌篮高手的契约,655882,3
分睡契约,680017,3
红月亮森林,693413,3
钱在囧途,652868,2
设计未来,629838,2
对联神童解大绅,695871,2
假如你很富有,674108,2
请叫我龙师傅,660950,2
假如你很富有,674108,2
剩女觅爱记,654521,2
海草,674457,2
残香无痕,671359,2
我叫李广安,613620,1
记忆中的微光,675819,1
骄阳,679425,1
格萨尔藏戏,676559,1
逆博孤城,672255,1
一日父子,676892,1
一团乱麻,639815,1
我的男友是辅警,702395,1
创富二代,696183,1
风马的天空,681921,1
金凤湾的笑声,691325,1
家有婆媳,698570,1
奔命,679940,1
调酒师,698409,1
不期而遇的夏天,698593,1
咱们村来了贴心人,684036,1
枪上膛,640100,1
五禽戏,691896,1
云做的翅膀,671184,1
村里来了新闻官,679465,1
又见牡丹亭,665023,1
今生只为遇见你,662132,1
直立象传说,695811,1
茶缘,702511,1
从民工到明星,667909,1
冰球少年,672247,1
彩云深处,680336,1
女记者的日记,686466,
街舞青春,683953,
罗非是条鱼,695868,
踮起脚尖去爱你,677452,
我们和《金刚川》,703695,
一票青春,673692,
无“疯”也起浪,681783,
玻璃盒子,661325,
爱上入殓师,683127,
那年李花正开时,672734,
天才计划,669164,
此路不通,643183,
冬天没有童话,663198,
世纪之缘,684469,
父亲的回忆,674155,
阳光下的少年之我的无色世界,674356,
雪国少年,678746,
倒水湾（秦腔）,677913,
龙虎武师,694291,
我想静静,642405,
夜归人之1号嫌疑人,693768,
云水,682924,
不欺不遇,673513,
我要太阳,663316,
灰烬重生,615306,
星游记-风暴法米拉2,699762,
东江风云,662564,
不浪漫,686169,
云水,682924,
笨蛋都到齐了,661008,
不止不休,695720,
不浪漫,686169,
回马,704439,
皮皮鲁总动员之罐头小人,695333,
黑色协议,703558,
独家头条,697511,
反毒风暴,703583,
亲亲哒,653777,
天堂行动,693455,
不欺不遇,673513,
东江风云,662564,
笨蛋都到齐了,661008,
空·巢,676567,
逆袭者,674229,
幸福的滋味,696123,
皮皮鲁总动员之罐头小人,695333,
火山地狱,672770,
龙虎武师,694291,
封门笔仙,673446,
天堂行动,693455,
我为兄弟狂,639697,
拨浪鼓咚咚响,703298,
新方世玉之英雄归来,693749,
我们:《夺冠》幕后纪实,703303,
消失的木偶,677869,
亲亲哒,653777,
呆瓜兄弟之快乐冬天,694350,
囧男进化论,683991,
