FilmName,enFID,BoxOffice
西游新传2：真心话大冒险,639010,246
死亡之谜之双鱼玉佩,629427,244
亲，别怕,638614,227
没女神探,638985,201
菜鸟,625912,192
搏击迷城,629461,186
我的处女地,641095,183
摇滚英雄,615111,181
热血男人帮,628127,179
邓小平登黄山,639363,179
1980年代的爱情,628362,177
超能兔战队,630553,176
回到被爱的每一天,637885,169
犹太女孩在上海2：项链密码,639634,165
悬战,616527,162
搏击迷城,629461,186
我的处女地,641095,183
摇滚英雄,615111,181
热血男人帮,628127,179
邓小平登黄山,639363,179
1980年代的爱情,628362,177
超能兔战队,630553,176
回到被爱的每一天,637885,169
犹太女孩在上海2：项链密码,639634,165
悬战,616527,162
搏击迷城,629461,186
我的处女地,641095,183
摇滚英雄,615111,181
热血男人帮,628127,179
邓小平登黄山,639363,179
1980年代的爱情,628362,177
超能兔战队,630553,176
回到被爱的每一天,637885,169
犹太女孩在上海2：项链密码,639634,165
悬战,616527,162
搏击迷城,629461,186
我的处女地,641095,183
摇滚英雄,615111,181
热血男人帮,628127,179
邓小平登黄山,639363,179
1980年代的爱情,628362,177
超能兔战队,630553,176
回到被爱的每一天,637885,169
犹太女孩在上海2：项链密码,639634,165
悬战,616527,162
顺风车,613126,51
紫霞,628644,49
非你勿扰,629080,47
零点杀机,640856,47
妈妈让我再爱你一次,640890,46
电商时代,637569,46
时光大战,590052,45
红楼梦（昆曲）,608134,42
启功,614591,40
美丽笨女人,617538,39
穷途,629135,38
女神跟我走,629902,38
小七,628812,37
奔跑吧！孩子,642985,36
胜利大阅兵,642256,32
大变局之梦回甲午,628622,32
守梦者,618431,31
湖杀令,629037,31
情剑,596959,31
探秘者,617338,29
哺乳期的女人,611180,29
相伴库里申科,627802,28
激战黎明,639339,28
囧贼,638957,27
母亲的梦想,625932,27
时间都去哪了,628470,27
家有虎妻,630912,26
奔驰的大葱,618595,26
梦行者,630095,24
红包,630304,24
幸福很囧,629421,24
因为谷桂花,638424,23
遭遇海明威,631272,22
简单爱,638437,22
桑榆街9号,630959,21
男人制造,639403,20
甲方乙方,631313,20
爱情魔发师,639141,20
传奇状元伦文叙,639887,20
海岛之恋,595590,19
分手不分手,629456,18
龙凤呈祥,616584,16
正果,639499,16
痞子·洛克,630387,16
桔子的天空,619165,16
燃烧的影像,646984,16
无法证明,627591,14
不能错过,626458,14
河,637548,14
角逐,630011,13
一刻十年,639322,12
铁血残阳,640831,12
梦开始的地方,629405,11
这里是新疆,641080,11
东莞女孩,637987,10
火云端,630982,10
钢铁，是这样炼成的,627771,10
公路美人,631814,10
我是大明星,594157,10
状元媒,626933,9
璀璨的婚礼,593957,9
永远的守望,614923,9
热情奏鸣曲,631332,9
小西天狄道传奇,631006,9
不见不散,631314,9
天使：生命处方,627789,8
鹰笛·雪莲,628693,8
天边的孩子,638744,8
娘家人,642678,7
受降前夕,640370,7
伞头和他的女人,631077,6
男二本色,641170,6
黄河,640860,6
水晶女孩,628871,5
军号密码,627059,5
木偶传奇,618141,5
山间传来牛铃声,596950,4
苏武牧羊 豫剧,637827,4
心跳戈壁,639645,4
伴我同行,626777,4
爸爸的晚餐,618086,4
功夫小龙,642659,4
踏雪寻梅,611492,4
乡村不寂寞,594166,3
天生有福,618896,3
新青春之歌,614136,3
天各一方,629034,3
柴生芳,639073,3
我是乡下爷,614957,3
迫在眉睫,628882,3
时尚女郎之女人江湖,619614,2
赵氏孤儿（秦腔）,617352,2
日本战犯忏悔备忘录,642015,2
公鸡母鸡拖拉机,619122,2
少年杨靖宇,630989,2
国徽,610065,2
无脚鸟,613589,1
最美的承诺,630624,1
莫日根,641012,1
阳光总在风雨后,638390,1
山村母亲（戏曲）,643558,1
山丹丹花儿开,629353,1
油菜花儿开,642693,1
大音,628724,1
龙潭夺宝,629087,1
将离草,618907,1
漫瀚调,628459,1
姑鲁之恋,638397,1
谍战锦屏山,638961,1
北京时间,612275,1
光荣使命,628821,
奇袭胡家台,629104,
追梦英雄,638884,
阿凡提和阿瓦提,629762,
梦幻列车,626994,
119婚约,617789,
临沧的诱惑,619120,
天降,642388,
津门奇案之开枪,642657,
花都之恋,615596,
星星的梦,639635,
留爱,631544,
守卫者,642546,
东方欲晓,630884,
我的23岁,618796,
火车快跑,629098,
诺苏之鹰,615141,
少林寺探案传奇之催命符,611167,
缉毒生死线,642961,
抱养奇缘,626460,
七品知县进道观（豫剧）,631730,
心灵的眼睛,629205,
情战,613130,
多梦季节,642980,
天机,630113,
深圳的孩子,611147,
妮莎罕,629127,
恋爱兄弟,642686,
少年圆瑛,618922,
少林寺探案传奇之大兴赌坊,611162,
旺都之恋,642533,
喋血神兵,642424,
一个人的恋情,619655,
糯米的苹果,637981,
打开天窗说亮话,642656,
余之香,637992,
何帅的爱情,639298,
乌珠穆沁的孩子,642387,
我们遇见松花湖,642698,
保山,639417,
平凡之路,642421,
母亲的飞机场,642534,
侠僧探案传奇之王陵之谜,642708,
哈尼药爷,642701,
山娃,615104,
白石山下一家人,642955,
盗非盗,616337,
好人常慧珍,642662,
热血雷锋侠,627358,
公证人之大卫之死,642666,
爱在青山绿水间,642695,
麻辣白玉堂之致命棋局,642680,
吴健雄,642759,
侠僧探案传奇之洛阳花会,642724,
侠僧探案传奇之将军府,642729,
校园合伙人,642743,
一诺·千金,642670,
侠僧探案传奇之大夜叉,642705,
小锅盖当官,642736,
铁马飞扬,642696,
被风吹过的记忆,631259,
敬礼检察官,642741,
小时代4：灵魂尽头（纪录片版）,639444,
豫东汉子,642769,
美丽乡愁,639416,
侠僧探案传奇之醉玲珑,642731,
盛夏,642773,
一起脱单吧,642747,
甜蜜的梦想,642679,
瓯柑之恋,643118,
敌后文工队,637988,
余之香,637992,
一诺·千金,642670,
红鹰突击队之狙击,642979,
监禁风暴,644304,
顾景舟,642988,
被风吹过的记忆,631259,
小时代4：灵魂尽头（纪录片版）,639444,
狐疑,642676,
青春笔记,627777,
婆婆 妈妈,643120,
太行乳汁,643119,
